Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,Flow Byts/s,Flow Pkts/s,Protocol,Flow Duration,Label
11,11,34.0,47.82815344467329,21.921236995475255,6,1003593,1
46,45,1008.0,1001.4087277539236,90.40495458889588,6,1006582,1
11,11,34.0,47.53689556342116,21.787743799901364,6,1009742,1
11,11,34.0,47.83968920148582,21.926524217347666,6,1003351,1
11,11,34.0,47.546077597179725,21.791952232040707,6,1009547,1
24,23,480.0,476.6217053524617,46.66920864909521,6,1007088,1
185,184,4584.0,4366.833026746853,351.5186271530516,6,1049731,1
11,11,34.0,45.62603193251911,20.91193130240459,6,1052031,1
11,10,168.0,167.79076491614956,20.97384561451869,6,1001247,1
11,11,34.0,47.80271818206263,21.909579166778705,6,1004127,1
7,6,72.0,71.9153556264277,12.984716988105,6,1001177,1
38,37,816.0,813.7524158274846,74.79342057237909,6,1002762,1
16,15,288.0,287.56548854680574,30.953229669968675,6,1001511,1
22,21,432.0,431.4158629216041,42.941856725993,6,1001354,1
13,12,216.0,215.61598792550467,24.95555415804452,6,1001781,1
11,11,34.0,47.79381747142826,21.90549967440462,6,1004314,1
9,8,120.0,119.53381810937344,16.93395756549457,6,1003900,1
28,27,576.0,573.1953551273618,54.73219536806406,6,1004893,1
12,10,34.0,47.53901417950137,21.788714832271463,6,1009697,1
10,9,144.0,143.54825364577673,18.940394578262207,6,1003147,1
7,6,72.0,71.94079272758519,12.989309798036215,6,1000823,1
11,11,34.0,47.732981700368136,21.877616612668728,6,1005594,1
11,11,34.0,47.83973688144715,21.92654607066328,6,1003350,1
10,9,144.0,143.845940997192,18.979672770462837,6,1001071,1
27,26,552.0,550.715730915505,52.87669155529306,6,1002332,1
27,26,552.0,550.1032440146375,52.81788393618803,6,1003448,1
6,5,48.0,47.947784862284976,10.988034030940309,6,1001089,1
11,11,34.0,47.82319763833109,21.91896558423508,6,1003697,1
6,5,48.0,47.97711491618497,10.994755501625724,6,1000477,1
11,11,34.0,47.8146703377708,21.91505723814495,6,1003876,1
10,9,144.0,143.83329720853533,18.978004492792856,6,1001159,1
11,11,34.0,47.81343198838133,21.914489661341445,6,1003902,1
12,11,192.0,191.58349747648612,22.950106468537403,6,1002174,1
11,11,34.0,47.786489962846005,21.902141232971086,6,1004468,1
11,11,34.0,47.30867828423251,21.683144213606568,6,1014613,1
36,35,768.0,758.6706272961394,70.13751892972122,6,1012297,1
11,11,34.0,47.707837204956846,21.86609205227189,6,1006124,1
25,24,504.0,502.1100577426566,48.81625561386939,6,1003764,1
7,6,72.0,71.90436719163512,12.98273296515634,6,1001330,1
25,24,552.0,544.1795950396847,48.30579738576912,6,1014371,1
11,11,34.0,47.18975195886627,21.62863631448037,6,1017170,1
8,7,96.0,95.77569332622996,14.964952082223432,6,1002342,1
10,9,144.0,143.77829387085114,18.97074710795953,6,1001542,1
11,11,34.0,47.82243529773949,21.9186161781306,6,1003713,1
8,7,96.0,95.87248958884685,14.980076498257317,6,1001330,1
13,12,216.0,215.63062473982063,24.95724823377554,6,1001713,1
9,8,120.0,119.81799646337213,16.974216165644386,6,1001519,1
10,9,144.0,143.39201784434,18.919780132239303,6,1004240,1
11,11,34.0,47.65095674186583,21.84002184002184,6,1007325,1
21,20,408.0,405.77836346005626,40.77674730848605,6,1005475,1
11,11,34.0,47.61857521254749,21.825180305750933,6,1008010,1
11,11,34.0,47.85371120484678,21.932950968888107,6,1003057,1
9,8,120.0,119.89269603704685,16.9847986052483,6,1000895,1
11,11,34.0,47.75026610825383,21.88553863294967,6,1005230,1
12,11,192.0,191.63684817271272,22.95649743735621,6,1001895,1
8,7,96.0,95.86540497142012,14.978969526784397,6,1001404,1
8,7,96.0,95.86061866046768,14.978221665698074,6,1001454,1
20,19,384.0,383.1784653702462,38.91656288916563,6,1002144,1
147,146,3744.0,3629.584604511969,284.04601739369843,6,1031523,1
11,11,34.0,47.84965637965512,21.931092507341933,6,1003142,1
12,10,34.0,46.42072066234631,21.276163636908727,6,1034021,1
11,11,34.0,47.78767934068932,21.902686364482605,6,1004443,1
11,11,34.0,47.82886830918972,21.921564641711957,6,1003578,1
10,9,144.0,143.85312595839648,18.980620786177315,6,1001021,1
11,10,168.0,167.65580263718584,20.95697532964823,6,1002053,1
11,11,34.0,47.84035672959335,21.926830167730287,6,1003337,1
7,6,72.0,71.9108305700931,12.983899964044586,6,1001240,1
11,11,34.0,47.667093022332025,21.847417635235512,6,1006984,1
8,7,96.0,95.94962644611576,14.99212913220559,6,1000525,1
81,80,1872.0,1850.237506449145,159.1283325525173,6,1011762,1
11,11,34.0,47.50875942751945,21.774848070946412,6,1010340,1
8,7,96.0,95.74617688507766,14.960340138293384,6,1002651,1
11,11,34.0,47.814194041952966,21.914838935895112,6,1003886,1
30,29,624.0,621.3350937827657,58.74802970061407,6,1004289,1
11,11,34.0,47.67821969527658,21.8525173603351,6,1006749,1
11,11,34.0,47.47304915438631,21.758480862427056,6,1011100,1
17,16,312.0,311.2936746522141,32.92529251129188,6,1002269,1
11,11,34.0,47.83287194542269,21.923399641652065,6,1003494,1
13,12,216.0,215.79779746377645,24.97659692867783,6,1000937,1
28,27,576.0,575.3670961941864,54.93956647687544,6,1001100,1
11,11,34.0,47.81767121963952,21.916432642334776,6,1003813,1
10,9,144.0,143.57058039404143,18.94334046865825,6,1002991,1
16,15,288.0,287.6364275555697,30.960865466050915,6,1001264,1
9,8,120.0,119.90072220201672,16.985935645285704,6,1000828,1
11,11,34.0,47.81819522176684,21.91667280997647,6,1003802,1
11,11,34.0,47.85027648487882,21.931376722236124,6,1003129,1
48,47,1056.0,1049.942879528003,94.4550885939018,6,1005769,1
11,11,34.0,47.60237734206176,21.817756281778305,6,1008353,1
11,11,34.0,47.84393309025957,21.92846933303564,6,1003262,1
11,10,168.0,167.27186556917735,20.90898319614717,6,1004353,1
12,10,34.0,47.654079040246856,21.841452893446476,6,1007259,1
8,7,96.0,95.93409327791808,14.989702074674696,6,1000687,1
11,11,34.0,47.84073818259016,21.927005000353823,6,1003329,1
6,5,48.0,47.96762185524771,10.992580008494269,6,1000675,1
27,26,552.0,547.4886931682933,52.56684916289772,6,1008240,1
33,32,696.0,693.1911893009526,64.73768290885333,6,1004052,1
11,11,34.0,47.68395077426815,21.8551441048729,6,1006628,1
64,63,1584.0,1545.693088195257,123.92867563181667,6,1024783,1
28,27,576.0,574.4043048411513,54.84763327476272,6,1002778,1
28,27,576.0,573.051079146711,54.71841901574497,6,1005146,1
10,9,144.0,143.79983063575503,18.9735887644399,6,1001392,1
11,11,34.0,47.625284263415445,21.828255287398747,6,1007868,1
12,11,34.0,47.64178144531269,22.82835360921233,6,1007519,1
11,11,34.0,47.71718027252474,21.87037429157384,6,1005927,1
21,20,408.0,406.6523540985175,40.86457479911573,6,1003314,1
11,10,168.0,167.34984584887712,20.91873073110964,6,1003885,1
11,11,34.0,47.69925618972379,21.862159086956737,6,1006305,1
11,11,34.0,47.60525720723759,21.81907621998389,6,1008292,1
27,26,552.0,550.4631070052415,52.85243599869166,6,1002792,1
8,7,96.0,95.88177776801204,14.98152777625188,6,1001233,1
16,15,288.0,286.680695439587,30.857991523011105,6,1004602,1
29,28,600.0,596.2152257469583,56.64044644596104,6,1006348,1
34,33,720.0,714.0229141853545,66.44379895891493,6,1008371,1
11,11,34.0,47.70655696808928,21.86550527704092,6,1006151,1
7,6,72.0,71.83083837562539,12.969456928932363,6,1002355,1
11,11,34.0,47.74570636788465,21.88344875194713,6,1005326,1
34,33,720.0,714.6870167177206,66.5055973890101,6,1007434,1
11,11,34.0,47.78720358244736,21.902468308621707,6,1004453,1
11,11,34.0,47.72078568296895,21.872026771360765,6,1005851,1
20,19,384.0,382.6889078018708,38.8668421986275,6,1003426,1
11,11,34.0,47.786394815176166,21.90209762362241,6,1004470,1
11,11,34.0,47.80852684996589,21.91224147290103,6,1004005,1
11,11,34.0,47.663448390911775,21.84574717916789,6,1007061,1
35,34,744.0,740.8698249894197,68.70970151111554,6,1004225,1
33,32,696.0,692.0146874151759,64.62780845112994,6,1005759,1
11,11,34.0,47.6053516349463,21.819119499350386,6,1008290,1
12,11,192.0,191.66363032877305,22.9597057164676,6,1001755,1
11,11,34.0,47.85361578930053,21.932907236762745,6,1003059,1
12,11,192.0,191.54508043396933,22.94550442698591,6,1002375,1
10,9,144.0,143.6242788864331,18.950425686404365,6,1002616,1
9,8,120.0,119.74757211797532,16.964239383379834,6,1002108,1
13,12,216.0,215.76115240428845,24.9723556023482,6,1001107,1
11,11,34.0,47.832919611796,21.923421488739837,6,1003493,1
44,43,984.0,979.2574561399144,86.58068971968756,6,1004843,1
11,11,34.0,47.64977415992456,21.83947982329876,6,1007350,1
12,11,192.0,191.6900372098317,22.96286904076109,6,1001617,1
11,11,34.0,47.84975177941265,21.9311362322308,6,1003140,1
17,16,312.0,311.2632399111304,32.92207345213879,6,1002367,1
11,11,34.0,47.77226959086037,21.89562356247767,6,1004767,1
8,7,96.0,95.86846846127116,14.979448197073616,6,1001372,1
6,5,48.0,47.89759494201397,10.976532174211536,6,1002138,1
11,11,34.0,47.69807120924548,21.86161597090418,6,1006330,1
11,11,34.0,47.627694313550975,21.829359893710865,6,1007817,1
27,26,552.0,550.0517168190271,52.812936578638464,6,1003542,1
11,11,34.0,47.71324340712319,21.86856989493146,6,1006010,1
33,32,744.0,734.8010259560562,64.19632619239738,6,1012519,1
11,11,34.0,47.26344645051517,21.66241295648612,6,1015584,1
16,15,288.0,287.1010864981742,30.90324194945625,6,1003131,1
11,11,34.0,47.72837780192923,21.87550649255089,6,1005691,1
6,5,48.0,47.93241529443485,10.984511838307986,6,1001410,1
11,11,34.0,47.68532454333851,21.85577374903015,6,1006599,1
11,11,34.0,47.71414455994139,21.86898292330647,6,1005991,1
44,43,1080.0,1060.064428360257,85.39407895124292,6,1018806,1
11,11,34.0,47.5364718628652,21.78754960381321,6,1009751,1
9,8,120.0,119.6454904119095,16.949777808353847,6,1002963,1
11,11,34.0,47.28961539749877,21.674407057186936,6,1015022,1
41,40,1008.0,995.452323462752,79.99170456397114,6,1012605,1
11,11,34.0,47.72306306503361,21.873070571473736,6,1005803,1
16,15,288.0,287.2399630577492,30.918190468021617,6,1002646,1
12,11,34.0,47.8096220848581,22.908777248994504,6,1003982,1
9,8,120.0,119.4928722501703,16.928156902107457,6,1004244,1
11,11,34.0,47.86134568156052,21.93645010404857,6,1002897,1
9,8,120.0,119.9222903558494,16.988991133745333,6,1000648,1
8,7,96.0,95.90697023886833,14.985464099823172,6,1000970,1
16,15,288.0,286.8177372869034,30.87274255518752,6,1004122,1
11,11,34.0,47.853472666694586,21.932841638901685,6,1003062,1
26,25,528.0,525.5404705976032,50.76243181908667,6,1004680,1
6,5,48.0,47.90117986593658,10.977353719277133,6,1002063,1
11,11,34.0,47.69205241753995,21.858857358039145,6,1006457,1
11,10,168.0,167.78205111560084,20.972756389450105,6,1001299,1
13,12,216.0,215.563268817376,24.94945240941852,6,1002026,1
6,5,48.0,47.89071339203937,10.974955152342355,6,1002282,1
8,7,96.0,95.85564140404551,14.97744396938211,6,1001506,1
11,11,34.0,47.8175759477593,21.916388976056343,6,1003815,1
13,12,34.0,48.79559525149151,24.895711863005868,6,1004189,1
8,7,96.0,95.84147819506536,14.975230967978964,6,1001654,1
12,10,34.0,47.45418199865152,21.74983341604861,6,1011502,1
25,24,552.0,547.1473501515063,48.56923941562284,6,1008869,1
8,7,96.0,95.93102559259891,14.989222748843584,6,1000719,1
15,14,264.0,263.51408003641285,28.94662242824232,6,1001844,1
7,6,72.0,71.89618191331716,12.981255067682266,6,1001444,1
11,11,34.0,47.788535729397424,21.90307887597382,6,1004425,1
13,12,216.0,215.4194445968116,24.93280608759394,6,1002695,1
11,11,34.0,47.7416698245792,21.8815986695988,6,1005411,1
11,11,34.0,47.800909213127326,21.90875005601669,6,1004165,1
34,33,720.0,716.4435740981767,66.66905481191367,6,1004964,1
20,19,384.0,383.2759916517698,38.92646790213287,6,1001889,1
25,24,504.0,502.5040454566755,48.85455997495456,6,1002977,1
11,11,34.0,47.73008636162501,21.876289582411463,6,1005655,1
7,6,72.0,71.88871626721834,12.979907103803312,6,1001548,1
60,59,1392.0,1380.6866535607237,118.03283891790667,6,1008194,1
11,11,34.0,47.63260968152638,21.831612770699596,6,1007713,1
12,11,192.0,191.802635088494,22.97635732830917,6,1001029,1
11,11,34.0,47.792770546908606,21.90501983399978,6,1004336,1
11,11,34.0,47.7378713484258,21.879857701361825,6,1005491,1
25,24,528.0,525.7754440960297,48.793554471033055,6,1004231,1
21,20,408.0,407.1222444409853,40.91179417176567,6,1002156,1
8,7,96.0,95.93610655303569,14.990016648911825,6,1000666,1
11,11,34.0,47.78358812936212,21.90081122595764,6,1004529,1
11,11,34.0,47.83201396694808,21.92300640151787,6,1003512,1
7,6,72.0,71.78994262787086,12.962072974476682,6,1002926,1
11,11,34.0,47.74200222000311,21.881751017501426,6,1005404,1
163,162,3984.0,3837.3037162321607,313.0330591805854,6,1038229,1
6,5,48.0,47.85595357972503,10.96698936202032,6,1003010,1
11,11,34.0,47.74380673307034,21.882578085990573,6,1005366,1
7,6,72.0,71.8697719731846,12.97648660626944,6,1001812,1
6,5,48.0,47.96814914896509,10.992700846637833,6,1000664,1
11,11,34.0,47.784682221908085,21.901312685041205,6,1004506,1
24,23,480.0,476.73721053112496,46.68051853117265,6,1006844,1
116,115,2856.0,2774.5098705908754,224.40888659190904,6,1029371,1
27,26,552.0,549.7673946104868,52.78563752600688,6,1004061,1
11,11,34.0,47.61163191844128,21.82199796261892,6,1008157,1
14,13,240.0,239.28859500704408,26.91996693829246,6,1002973,1
11,11,34.0,47.72875747129065,21.875680507674883,6,1005683,1
11,11,34.0,47.65535646206634,21.84203837844707,6,1007232,1
27,26,576.0,574.2199182534143,52.83620775595653,6,1003100,1
11,11,34.0,47.7993859770543,21.90805190614989,6,1004197,1
7,6,72.0,71.67581030996801,12.941465750410892,6,1004523,1
11,11,34.0,47.83511236766865,21.92442650184813,6,1003447,1
11,11,34.0,47.75910308404408,21.889588913520203,6,1005044,1
11,10,168.0,167.68475266498982,20.960594083123727,6,1001880,1
8,7,96.0,95.86416048459331,14.978775075717708,6,1001417,1
19,18,360.0,359.1144238308331,36.90898244928008,6,1002466,1
17,16,312.0,310.8907418331394,32.88267461696666,6,1003568,1
11,11,34.0,47.70503973929196,21.86480988050881,6,1006183,1
16,15,288.0,287.4219943693233,30.93778411614244,6,1002011,1
11,11,34.0,47.82600897933318,21.920254115527708,6,1003638,1
7,6,72.0,71.92117439286542,12.985767598711812,6,1001096,1
12,10,34.0,47.857957581896926,21.93489722503609,6,1002968,1
11,11,34.0,47.7854909312098,21.90168334347116,6,1004489,1
11,11,34.0,47.77355335708741,21.89621195533173,6,1004740,1
11,11,34.0,47.5389670970924,21.788693252834012,6,1009698,1
36,35,768.0,765.2672307191021,70.74736117325033,6,1003571,1
11,11,34.0,47.70413893035394,21.86439700974556,6,1006202,1
13,12,216.0,215.6321315835185,24.95742263698131,6,1001706,1
11,11,34.0,47.7917712526522,21.90456182413226,6,1004357,1
9,8,120.0,119.61698640951674,16.945739741348206,6,1003202,1
11,11,34.0,47.648165942679256,21.838742723727997,6,1007384,1
11,10,168.0,167.4183885182875,20.927298564785936,6,1003474,1
8,7,96.0,95.9288208149553,14.988878252336766,6,1000742,1
11,11,34.0,47.7526413179729,21.88662727073758,6,1005180,1
42,41,912.0,904.6703607373064,82.33293853201363,6,1008102,1
11,11,34.0,47.48319292816981,21.763130092077827,6,1010884,1
11,11,34.0,47.78021102926538,21.8992633884133,6,1004600,1
11,11,34.0,46.90624028894244,21.498693465765285,6,1023318,1
24,23,480.0,478.2400765184123,46.827674159094535,6,1003680,1
11,11,34.0,47.65483602268767,21.84179984373185,6,1007243,1
11,11,34.0,47.20873440267673,21.637336601226835,6,1016761,1
7,6,72.0,71.8152194403799,12.966636843401927,6,1002573,1
11,11,34.0,47.75644214506019,21.88836931648592,6,1005100,1
18,17,336.0,335.34674454163286,34.93195255642009,6,1001948,1
11,11,34.0,47.68215078288131,21.8543191088206,6,1006666,1
11,11,34.0,47.697502439528506,21.861355284783897,6,1006342,1
8,7,96.0,95.92412401790185,14.988144377797164,6,1000791,1
11,11,34.0,47.72833034368375,21.87548474085505,6,1005692,1
19,18,360.0,358.01017942276826,36.79549066289563,6,1005558,1
11,11,34.0,47.59119166360959,21.812629512487728,6,1008590,1
11,11,34.0,47.77868911203306,21.89856584301516,6,1004632,1
11,11,34.0,47.78511035871685,21.90150891441189,6,1004497,1
11,11,34.0,47.72894730823653,21.87576751627508,6,1005679,1
7,6,72.0,71.83219998084475,12.969702774319192,6,1002336,1
45,44,984.0,976.7389228475514,88.34325623316268,6,1007434,1
31,30,720.0,713.2731211940193,60.430083878937744,6,1009431,1
11,11,34.0,47.34656998760112,21.70051124431718,6,1013801,1
11,11,34.0,47.8453160930711,21.929103209324253,6,1003233,1
7,6,72.0,71.9659601008723,12.993853907101942,6,1000473,1
11,11,34.0,47.83177564505634,21.92289717065082,6,1003517,1
7,6,72.0,71.94963525532128,12.99090636554412,6,1000700,1
11,11,34.0,47.76951210409772,21.894359714378123,6,1004825,1
11,11,34.0,47.601905266258285,21.817539913701715,6,1008363,1
11,11,34.0,47.61541033075847,21.823729734930964,6,1008077,1
11,11,34.0,47.72975413210403,21.87613731054768,6,1005662,1
11,11,34.0,47.84855930978453,21.93058968365124,6,1003165,1
11,11,34.0,47.789106672255336,21.90334055811703,6,1004413,1
7,6,72.0,71.87249818821411,12.97697883953866,6,1001774,1
11,11,34.0,47.7536864851098,21.887106305675328,6,1005158,1
22,21,456.0,453.65550833293537,42.77891854893908,6,1005168,1
11,11,34.0,47.73013382336271,21.876311335707907,6,1005654,1
8,7,96.0,95.7171558045974,14.955805594468345,6,1002955,1
16,15,288.0,287.21389556783083,30.91538459237068,6,1002737,1
6,5,48.0,47.972319971376514,10.993656660107115,6,1000577,1
11,11,34.0,47.7516912057302,21.886191802626342,6,1005200,1
8,7,96.0,95.72517302823591,14.957058285661864,6,1002871,1
11,11,34.0,47.81133646630396,21.91352921372265,6,1003946,1
11,11,34.0,47.78415895400475,21.901072853918848,6,1004517,1
33,32,768.0,760.6731957782637,64.37989287185826,6,1009632,1
8,7,96.0,95.86980879965007,14.979657624945323,6,1001358,1
31,30,648.0,645.282071913102,60.744145658486445,6,1004212,1
26,25,528.0,525.9781400297258,50.80470670741669,6,1003844,1
11,11,34.0,47.83482634463199,21.92429540795633,6,1003453,1
27,26,552.0,547.9147476415844,52.60775656703618,6,1007456,1
60,59,1344.0,1331.4378835685309,117.887729274297,6,1009435,1
11,11,34.0,47.42684655933049,21.737304673026475,6,1012085,1
8,7,96.0,95.93658591670903,14.99009154948579,6,1000661,1
11,11,34.0,47.76181184433232,21.890830428652308,6,1004987,1
23,22,456.0,454.97811914440166,44.89915649451333,6,1002246,1
11,11,34.0,47.74694121157863,21.88401472197354,6,1005300,1
11,10,168.0,166.98523075271572,20.873153844089465,6,1006077,1
11,11,34.0,47.58760580806729,21.81098599536417,6,1008666,1
17,16,312.0,311.23281112058777,32.91885502236986,6,1002465,1
11,11,34.0,47.752878851941205,21.88673614047305,6,1005175,1
11,11,34.0,47.777405069779896,21.89797732364912,6,1004659,1
10,9,144.0,143.5887617862442,18.945739402351663,6,1002864,1
16,15,288.0,287.00380977626656,30.89277119119536,6,1003471,1
11,11,34.0,47.687835429279936,21.856924571753304,6,1006546,1
15,14,264.0,263.0252285031673,28.892922827999435,6,1003706,1
12,11,34.0,47.71765463750986,22.864709513806805,6,1005917,1
7,6,72.0,71.85420781234875,12.973676410562968,6,1002029,1
11,11,34.0,47.70001460812947,21.862506695392675,6,1006289,1
21,20,408.0,404.7534723978965,40.67375580469057,6,1008021,1
11,11,34.0,47.799909578504376,21.90829189014784,6,1004186,1
11,11,34.0,47.66046683427265,21.844380632374964,6,1007124,1
42,41,912.0,907.8719064414108,82.62430727482138,6,1004547,1
11,11,34.0,47.69849779543505,21.8618114895744,6,1006321,1
36,35,768.0,758.3462522093747,70.10753112873125,6,1012730,1
11,11,34.0,47.86440015436269,21.937850070749565,6,1002833,1
36,35,768.0,765.8494946191096,70.80119025775623,6,1002808,1
8,7,96.0,95.92843738571028,14.988818341517227,6,1000746,1
35,34,744.0,738.1501599821415,68.4574745144728,6,1007925,1
11,11,34.0,47.51073445656628,21.77575329259288,6,1010298,1
38,37,816.0,810.2770134539745,74.47399020716678,6,1007063,1
11,11,34.0,47.654079040246856,21.841452893446476,6,1007259,1
24,23,480.0,477.1836620267183,46.724233573449496,6,1005902,1
11,11,34.0,47.59930901669744,21.816349965986326,6,1008418,1
7,6,72.0,71.95891146155545,12.992581236114178,6,1000571,1
11,10,168.0,167.58388920310867,20.947986150388584,6,1002483,1
7,6,72.0,71.86267043679528,12.975204384421373,6,1001911,1
11,11,34.0,47.791961591193534,21.90464906263037,6,1004353,1
11,11,34.0,47.84741459485699,21.93006502264279,6,1003189,1
11,11,34.0,47.7129114120338,21.86841773051549,6,1006017,1
11,11,34.0,47.72116523155204,21.872200731128014,6,1005843,1
22,21,432.0,428.11400913904487,42.61319998374752,6,1009077,1
31,30,672.0,666.8320516000992,60.53088563631854,6,1007750,1
28,27,576.0,574.1878631040437,54.82696609500417,6,1003156,1
26,25,528.0,523.0866471235684,50.52541477898103,6,1009393,1
19,18,360.0,357.9695964489416,36.79131963503011,6,1005672,1
